"Part","Description","ClassID","Costing Method","Qty On Hand","Last Labor","Last Material","Last Burden","Last Subcontract","LastUnit","LastExtend","Avg. Labor","Avg. Material","Avg. Burden","Avg. Subcontract","AvgUnit","AvgExtend","Std. Labor","Std. Burden","Std. Material","Std. Subcontract","Std. Material Burden","STDUnit","StdExtended","Type"
"EP-02","YEOMAN SIGMOIDOSCOPE EYEPIECE","RAW","S",33.00,0.00000,7.73000,0.00000,0.00000,7.730,0.000,0.00000,7.73000,0.00000,0.00000,7.730,0.000,0.00000,0.00000,7.73000,0.00000,0.00000,7.73,255.09,"M"
"EPB-PETP-.25x2.10x1.32",".25 x 2.10"" +.06/-.00""  x 1.32"" +.03/-.0    Ertalyte Pet","RAW","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"F07.018","adjustable die M18 x 1.5      

ProCut
EP53181
UPC# EP53181","TOOL","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"F710173","Shaft, Idler Roller","FIN","A",6.00,0.00000,0.00000,3.58000,0.00000,3.580,0.000,0.00000,0.00000,3.58000,0.00000,3.580,21.480,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"F710416","Shaft - Drive, Transport","FIN","A",33.00,0.00000,0.00000,7.55000,0.00000,7.550,0.000,0.00000,0.00000,7.55000,0.00000,7.550,249.150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"F72A3-144-1-2-03","Berg Gear Blank","RAW","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"F72A3-250-1-2-03","Berg Gear Blank","RAW","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"FAS-SHC-1010","M5 X 0.80 Stainless Stee Flat Head Cap Screw 10MM long Torx","RAW","A",0.00,0.00000,0.12780,0.00000,0.00000,0.128,0.000,0.00000,0.12780,0.00000,0.00000,0.128,0.000,0.00000,0.00000,0.12780,0.00000,0.00000,0.13,0.00,"P"
"FHLS-4406","4-40 x .375 Standoff","RAW","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"FHSCS-BL-M2X6","M2 x 6mm long Flat Head Cap screw Black Oxide","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"FIT-MA-0306","FLOW CELL ADAPTER","FIN","A",115.00,0.00000,0.00000,14.89000,0.00000,14.890,0.000,0.00000,0.00000,14.89000,0.00000,14.890,1712.350,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"Fixture/Engineering Charges","Lot Charge","FIN","S",0.00,0.00000,900.00000,0.00000,0.00000,900.000,0.000,0.00000,900.00000,0.00000,0.00000,900.000,0.000,0.00000,0.00000,900.00000,0.00000,0.00000,900.00,0.00,"P"
"FLW-5/16","5/16 Flat washer","FIN","A",0.00,0.00000,0.05000,0.00000,0.00000,0.050,0.000,0.00000,0.05000,0.00000,0.00000,0.050,0.000,0.00000,0.00000,0.05000,0.00000,0.00000,0.05,0.00,"P"
"FM-10953-1","BRAZE ADAPTOR, DUAL O-RING, SIZE 6","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"FSH-01","FRAZIER SUCTION BASE. QUOTED PRICE ON QUANTITY OF 200.","RAW","S",0.00,0.00000,4.84000,0.00000,0.00000,4.840,0.000,0.00000,4.84000,0.00000,0.00000,4.840,0.000,0.00000,0.00000,4.84000,0.00000,0.00000,4.84,0.00,"M"
"FSH-01","FRAZIER SUCTION BASE. QUOTED PRICE ON QUANTITY OF 200.","RAW","S",90.00,0.00000,4.84000,0.00000,0.00000,4.840,0.000,0.00000,4.84000,0.00000,0.00000,4.840,0.000,0.00000,0.00000,4.84000,0.00000,0.00000,4.84,435.60,"M"
"G4-124-0004","FOR 41472-601 ASSEMBLY PIC # G4-124-Q10 (g4-124 SPUR
GEAR)","RAW","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,30.48000,0.00000,0.00000,30.48,0.00,"P"
"GLS-ASTM1036.21-1x14x0.088","1x14x.088 Glass sheet (for eyepiece windows) [Float Glass ASTM 1036-21]","RAW","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GLS-ASTM1036.21-1x14x0.088","1x14x.088 Glass sheet (for eyepiece windows) [Float Glass ASTM 1036-21]","RAW","S",5.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-002-00","GM4000, Throw Bar","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-002-FORGE","Throw bar Raw Forging","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-015-00","GM4000 WEAR PLATE, BOT THR BAR","FIN","A",0.00,0.00000,0.00000,132.55000,0.00000,132.550,0.000,0.00000,0.00000,132.55000,0.00000,132.550,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-016-00","GM4000 WEAR PLATE, SIDE THR BAR","FIN","A",0.00,0.00000,0.00000,30.06000,0.00000,30.060,0.000,0.00000,0.00000,30.06000,0.00000,30.060,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-017-00","GM4000 WEAR PLATE, TOP THR BAR","FIN","A",0.00,0.00000,0.00000,52.71000,0.00000,52.710,0.000,0.00000,0.00000,52.71000,0.00000,52.710,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-101-00","CRANK, MAIN","FIN","A",0.00,145.83500,0.00000,243.85070,43.88200,433.568,0.000,125.29730,0.00000,211.77010,53.04210,390.110,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-101-FORGE","MAIN CRANK Raw Forging","CUS","A",0.00,0.00000,175.00000,0.00000,0.00000,175.000,0.000,0.00000,175.00000,0.00000,0.00000,175.000,0.000,0.00000,0.00000,175.00000,0.00000,0.00000,175.00,0.00,"P"
"GM050-102-00","DOG, Main Crank","FIN","A",0.00,0.00000,0.00000,0.00000,3.13290,3.133,0.000,2.03820,5.24750,4.14730,4.79880,16.232,0.000,0.00000,0.00000,5.24750,0.00000,0.00000,5.25,0.00,"M"
"GM050-102-BLANK","DOG BLANK","RAW","A",0.00,0.00000,42.20000,0.00000,0.00000,42.200,0.000,0.00000,42.20000,0.00000,0.00000,42.200,0.000,0.00000,0.00000,42.20000,0.00000,0.00000,42.20,0.00,"P"
"GM050-103-00","SLEEVE,HAND THROW CLUTCH","FIN","A",0.00,5.51390,4.58730,11.60130,0.00000,21.703,0.000,5.51390,4.58730,11.60130,0.00000,21.703,0.000,0.00000,0.00000,4.58730,0.00000,0.00000,4.59,0.00,"M"
"GM050-105-00","COLLAR,CLUTCH","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,2.54690,0.82940,4.51490,0.00000,7.891,0.000,0.00000,0.00000,0.82940,0.00000,0.00000,0.83,0.00,"M"
"GM050-106-00","SHAFT,HAND THROW","FIN","A",0.00,18.75170,7.25000,33.91560,26.40830,86.326,0.000,27.76070,4.53130,33.77930,20.75970,86.831,0.000,0.00000,0.00000,4.53130,0.00000,0.00000,4.53,0.00,"M"
"GM050-107-00","DOG,UPPER","FIN","A",0.00,0.00000,0.00000,0.00000,29.08000,29.080,0.000,0.00000,0.00000,0.00000,29.08000,29.080,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-107-00 BLANK","DOG,UPPER","RAW","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,88.92000,0.00000,0.00000,88.920,0.000,0.00000,0.00000,88.92000,0.00000,0.00000,88.92,0.00,"P"
"GM050-109-00","NUT,CLUTCH","FIN","A",0.00,15.21670,1.96740,26.58350,4.74420,48.512,0.000,15.21670,1.96740,26.58350,4.74420,48.512,0.000,0.00000,0.00000,1.96740,0.00000,0.00000,1.97,0.00,"M"
"GM050-110-XA","Cast Ductile Iron UNS F33800 per 80A0003","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-111-00","GEAR, MAIN DRIVE","FIN","A",0.00,5.71260,0.00000,12.21370,433.90700,451.833,0.000,5.71260,0.00000,12.21370,433.90700,451.833,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-111-00 CAST","GEAR, MAIN DRIVE","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-113-00","GEAR, MAIN THROW","FIN","A",0.00,3.06320,0.00000,5.19410,11.66240,19.920,0.000,3.06320,0.00000,5.19410,11.66240,19.920,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-113-BLANK","BLANK, GEAR, MAIN THROW","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-114"," C175-0207-0133-01C","RAW","A",0.00,0.00000,16.13000,0.00000,0.00000,16.130,0.000,0.00000,10.89860,0.00000,0.00000,10.899,0.000,0.00000,0.00000,10.89860,0.00000,0.00000,10.90,0.00,"P"
"GM050-114-00","SPRING, CLUTCH","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-120-00","NUT, CLUTCH SLEEVE","FIN","A",0.00,8.14290,2.57660,14.43510,0.00000,25.155,0.000,8.14290,2.57660,14.43510,0.00000,25.155,0.000,0.00000,0.00000,2.57660,0.00000,0.00000,2.58,0.00,"M"
"GM050-123-00","PIN, YOKE","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-125-00","PLATE, HAND THROW SWITCH","FIN","A",0.00,6.32930,0.00000,10.73220,5.60350,22.665,0.000,6.32930,0.00000,10.73220,5.60350,22.665,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-130-00","RING, SEAT","FIN","A",0.00,5.79770,0.00000,11.10810,17.10000,34.006,0.000,5.79770,0.00000,11.10810,17.10000,34.006,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-132-01","Main Drive Shifter Assembly","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-201-00","Support","FIN","A",0.00,10.79690,0.00000,77.72970,9.90000,98.427,0.000,10.79690,0.00000,77.72970,9.90000,98.427,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-201-XA CAST","GM050-201 SUPPORT","CUS","A",0.00,0.00000,43.84000,0.00000,0.00000,43.840,0.000,0.00000,43.84000,0.00000,0.00000,43.840,0.000,0.00000,0.00000,43.84000,0.00000,0.00000,43.84,0.00,"P"
"GM050-202-00","Shaft , Outer","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-203-00","3/8 Key","FIN","A",0.00,0.00000,0.00000,5.12000,0.00000,5.120,0.000,0.00000,0.00000,5.12000,0.00000,5.120,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-204-00","Lever, Select","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-204-XA","Lever, Select","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-205-00","Shaft, Inner","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-206-00","Support, Lever","FIN","A",0.00,0.00000,0.00000,0.00000,32.26670,32.267,0.000,0.00000,0.00000,0.00000,32.26670,32.267,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-206CAST","Support, Lever","RAW","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-207-00","Lever, Hand Throw","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-207CAST","Lever, Hand Throw","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-208-00","Pin","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-210-00","Key (.187) 1 pc per assembly","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-211","Plate Assembly","RAW","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-211-00","Plate Assembly","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-701-00","SUPPORT, POINT DETECTOR","FIN","A",0.00,0.00000,2.16980,1.91690,0.00000,4.087,0.000,0.00000,2.16980,1.91690,0.00000,4.087,0.000,0.00000,0.00000,2.16980,0.00000,0.00000,2.17,0.00,"M"
"GM050-701-XB","Cast Ductile Iron UNS 733650 per 80A0003","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-702","DOG LATCH","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-702-00","GM4000 Dog Latchout","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-702-XA","Cast Steel, Alloy 8620","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GM050-708-00","Bushing, .73 Lg","FIN","A",0.00,0.00000,0.00000,5.00000,0.00000,5.000,0.000,0.00000,0.00000,5.00000,0.00000,5.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-710-00","PIN, BEARING, POINT DETECTOR","FIN","A",0.00,0.00000,0.00000,5.32000,0.00000,5.320,0.000,0.00000,0.00000,5.32000,0.00000,5.320,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-713-00","PIN, BEARING, .250 DIA. X .79 LG.","FIN","A",0.00,0.00000,0.00000,1.39000,0.00000,1.390,0.000,0.00000,0.00000,1.39000,0.00000,1.390,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-714-00","GM4000 ROLLER .500 OD","FIN","A",0.00,0.00000,0.00000,6.26000,0.00000,6.260,0.000,0.00000,0.00000,6.26000,0.00000,6.260,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GM050-715-00","sleeve nut","FIN","A",0.00,0.00000,0.00000,21.86000,0.00000,21.860,0.000,0.00000,0.00000,21.86000,0.00000,21.860,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMA-007-00-CAST","Coupling Raw Casting","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GMA50-003-00","LUG","FIN","A",0.00,0.00000,0.00000,5.06000,0.00000,5.060,0.000,0.00000,0.00000,5.06000,0.00000,5.060,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMA50-003-XA","LUG-CASTING","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GMA50-006-00","COUPLING, THROW BAR","FIN","A",0.00,0.00000,0.44350,27.23310,4.25000,31.927,0.000,0.00000,0.43480,26.69910,4.16670,31.301,0.000,0.00000,0.00000,0.43480,0.00000,0.00000,0.43,0.00,"M"
"GMA50-006X","COUPLING, THROW BAR","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GMA50-007-00","COUPLING","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMA50-013-00","Hand Crank, Hex Head","FIN","A",0.00,0.00000,0.00000,156.00000,0.00000,156.000,0.000,0.00000,0.00000,156.00000,0.00000,156.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMA50-017-00","Hand Crank","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMA50-018-00","Coupling","FIN","A",0.00,0.00000,0.00000,57.68000,0.00000,57.680,0.000,0.00000,0.00000,57.68000,0.00000,57.680,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMA50-114-01","Hand Crank, Sw Mach","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-007-00","GM4000A Se Mch, Cover, Long","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-007-XB","Alumnimum Alloy Casting","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GMV00-007-XC","Aluminum Alloy Casting, UNS A03560-T51 per 81A0005","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GMV00-008-00","GM4000A Switch Machine, Cover Comp. Short","FIN","A",0.00,0.00000,0.00000,0.00000,14.25000,14.250,0.000,0.00000,0.00000,0.00000,14.25000,14.250,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-008-XB","Aluminum Alloy Casting, UNS A03560-T51 per 81A0005","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GMV00-009-00","STOP, CAM BAR","FIN","A",0.00,0.00000,0.00000,7.31000,0.00000,7.310,0.000,0.00000,0.00000,7.31000,0.00000,7.310,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-012-00","WEAR PLATE- UHMW","FIN","A",0.00,0.00000,0.00000,6.87000,0.00000,6.870,0.000,0.00000,0.00000,6.87000,0.00000,6.870,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-013-00","WEAR PLATE- UHMW","FIN","A",0.00,0.00000,0.00000,8.47000,0.00000,8.470,0.000,0.00000,0.00000,8.47000,0.00000,8.470,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-014-00","WEAR PLATE- UHMW","FIN","A",0.00,0.00000,0.00000,13.90000,0.00000,13.900,0.000,0.00000,0.00000,13.90000,0.00000,13.900,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-020-00","Cover, Long","FIN","A",0.00,0.00000,208.50000,0.00000,0.00000,208.500,0.000,0.00000,208.50000,0.00000,0.00000,208.500,0.000,0.00000,0.00000,208.50000,0.00000,0.00000,208.50,0.00,"M"
"GMV00-034-00","Plate","FIN","A",0.00,0.00000,0.00000,4.87000,0.00000,4.870,0.000,0.00000,0.00000,4.87000,0.00000,4.870,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-063-00","Pin","FIN","A",0.00,0.00000,0.00000,6.00000,0.00000,6.000,0.000,0.00000,0.00000,6.00000,0.00000,6.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-064-00","Plunger","FIN","A",0.00,0.00000,0.00000,27.62000,0.00000,27.620,0.000,0.00000,0.00000,27.62000,0.00000,27.620,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-065-00","Plate","FIN","A",0.00,0.00000,0.00000,10.90000,0.00000,10.900,0.000,0.00000,0.00000,10.90000,0.00000,10.900,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-067-00","Plunger","FIN","A",0.00,0.00000,0.00000,9.56000,0.00000,9.560,0.000,0.00000,0.00000,9.56000,0.00000,9.560,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-068-00","Pin","FIN","A",0.00,0.00000,0.00000,7.02000,0.00000,7.020,0.000,0.00000,0.00000,7.02000,0.00000,7.020,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-100-01","MAIN DRIVE COMPLETE ASSEMBLY - Dual Control","FIN","A",0.00,56.37400,0.20190,66.21840,0.00000,122.794,0.000,56.37400,0.20190,66.21840,0.00000,122.794,0.000,0.00000,0.00000,0.20190,0.00000,0.00000,0.20,0.00,"M"
"GMV00-100-02","MAIN DRIVE COMPLETE ASSEMBLY - Single Control","FIN","A",0.00,21.40090,0.00000,34.91730,0.00000,56.318,0.000,21.40090,0.00000,34.91730,0.00000,56.318,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-104-00","YOKE,HAND THROW","FIN","A",0.00,12.56570,0.00000,23.21200,19.50000,55.278,0.000,5.18340,0.00000,9.57500,8.04380,22.802,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-104-XA","YOKE Raw Casting","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GMV00-108-00","DOG,LOWER-HAND THROW","FIN","A",0.00,0.00000,0.00000,0.00000,6.47220,6.472,0.000,0.00000,0.00000,0.00000,6.47220,6.472,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-110-00","SUPPORT,UPPER","FIN","A",0.00,30.61090,0.00000,51.90550,14.50000,97.016,0.000,30.61090,0.00000,51.90550,14.50000,97.016,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-110-XA","SUPPORT,UPPER","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"GMV00-110-XAPNT","Painted casting","RAW","A",0.00,0.00000,0.00000,0.00000,14.50000,14.500,0.000,0.00000,0.00000,0.00000,14.50000,14.500,0.000,0.00000,0.00000,0.00000,14.50000,0.00000,14.50,0.00,"M"
"GMV00-112-00","GEAR, HAND THROW","FIN","A",0.00,1.17740,0.00000,18.05610,19.15660,38.390,0.000,1.17740,0.00000,18.05610,19.15660,38.390,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"GMV00-112-BLANK","BLANK, GEAR, HAND THROW","FIN","A",0.00,0.00000,97.42000,0.00000,0.00000,97.420,0.000,0.00000,97.42000,0.00000,0.00000,97.420,0.000,0.00000,0.00000,97.42000,0.00000,0.00000,97.42,0.00,"P"
