"Name","Order","Line","Rel","Selling Requested Qty","Job Number","Part","Part Description","Unit Price","Total Rel Dollar","Sales Reps","Need By","Ship By","Order Date","PO"
"COLON & RECTAL SURGICAL SPECIALISTS OF NY",43348,1,1,1.00,,"15-0234O","Chelsea-Eaton Operating SPECULUM, OBTURATOR ONLY.",260.00000,260.00,"",2/20/2026 12:00:00 AM,2/17/2026 12:00:00 AM,1/9/2026 12:00:00 AM,"PB01092026"
"SKY RIDGE SURGICAL CTR",43388,1,1,2.00,,"15-0244C","Set of 4 Hill Fergusons, 1 of each size",2777.78000,5555.56,"",3/18/2026 12:00:00 AM,3/13/2026 12:00:00 AM,1/27/2026 12:00:00 AM,"188844"
"TRINITY HEALTH",43286,7,1,2.00,,"08-0048","St. Mark Retractor, 62mm x 178mm",700.70000,1401.40,"",1/26/2026 12:00:00 AM,2/27/2026 12:00:00 AM,11/21/2025 12:00:00 AM,"330010000288740"
"TRINITY HEALTH",43286,9,1,2.00,,"08-0070","ESI Deep Pelvic Retractor, Standard, Std. Handle",1085.37000,2170.74,"",2/4/2026 12:00:00 AM,2/20/2026 12:00:00 AM,11/21/2025 12:00:00 AM,"330010000288740"
"TRINITY HEALTH",43368,1,1,3.00,,"15-0230","Fansler Operating Speculum, Standard",994.55000,2983.65,"",3/27/2026 12:00:00 AM,3/24/2026 12:00:00 AM,1/19/2026 12:00:00 AM,"170020000218209"
"TRINITY HEALTH",43368,2,1,3.00,,"01-0011","Fiber Optic Cable, 90in. long, 5.0mm dia., reinforced",557.70000,1673.10,"",3/27/2026 12:00:00 AM,3/24/2026 12:00:00 AM,1/19/2026 12:00:00 AM,"170020000218209"
"ERLANGER HEALTH SYSTEM",42926,1,1,1.00,,"15-1000C","Ferguson Retractor Set",1716.00000,1716.00,"",,3/27/2026 12:00:00 AM,4/16/2025 12:00:00 AM,"0001217360"
"BETH ISRAEL LAYHEY HEALTH",43352,1,1,2.00,,"37-2824","Suction Ligator w/ Cone & 100 Rings, Angled Down",858.00000,1716.00,"",1/30/2026 12:00:00 AM,2/27/2026 12:00:00 AM,1/12/2026 12:00:00 AM,"2623020001075"
"HCA FLORIDA",43371,1,1,2.00,,"08-0182","ESI Improved Mammary Retr. w/ Teeth & Suction",1437.55000,2875.10,"",2/13/2026 12:00:00 AM,2/10/2026 12:00:00 AM,1/20/2026 12:00:00 AM,"254987"
"Morgan Advanced Ceramics",43132,1,5,100.00,"043132-1-5","23729-0","FLANGE KOVAR",78.80000,7880.00,"",3/4/2026 12:00:00 AM,3/4/2026 12:00:00 AM,9/3/2025 12:00:00 AM,"NBDPO-00006868-1"
"Morgan Advanced Ceramics",43132,1,6,100.00,"043132-1-5","23729-0","FLANGE KOVAR",78.80000,7880.00,"",3/4/2026 12:00:00 AM,3/4/2026 12:00:00 AM,9/3/2025 12:00:00 AM,"NBDPO-00006868-1"
"Morgan Advanced Ceramics",43190,5,1,1500.00,"043190-5-1","24276-0","WASHER .156ID OFHC COPPER UNSC10100",1.80000,2700.00,"",3/4/2026 12:00:00 AM,3/4/2026 12:00:00 AM,10/3/2025 12:00:00 AM,"NBDPO-00007123-1"
"Navitar",43016,40,1,44.00,,"3-16138CO","LENS RING",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43016,41,1,48.00,,"3-26500CO","SPACER, DC",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43016,42,1,32.00,,"3-26502CO","SPACER, HI",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43016,43,1,178.00,,"3-26503CO","RETAINER",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43016,44,1,71.00,,"3-26504CO","FRONT RETAINER",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43016,45,1,62.00,,"3-26696CO","RETAINER",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43364,21,1,100.00,"043364-21-1","3-50498","BEAMSPLITTER MOUNT",25.63000,2563.00,"PeteB",8/19/2026 12:00:00 AM,8/17/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,22,1,100.00,"043364-22-1","3-50498","BEAMSPLITTER MOUNT",25.63000,2563.00,"PeteB",10/2/2026 12:00:00 AM,9/30/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,23,1,100.00,"043364-23-1","3-50498","BEAMSPLITTER MOUNT",25.63000,2563.00,"PeteB",11/16/2026 12:00:00 AM,11/12/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,24,1,1.00,"043364-24-1","NRE $ FAI CHARGE","TOOLING & STENCIL CHARGE FROM PO P000081425 LINE 8",825.00000,825.00,"PeteB",3/13/2026 12:00:00 AM,3/11/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,15,1,100.00,"043364-15-1","3-50497","LOWER INTERFACE TUBE (LAC)",27.03000,2703.00,"PeteB",4/27/2026 12:00:00 AM,4/24/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,16,1,1.00,"043364-16-1","NRE & FAI CHARGE","TOOLING & STENCIL CHARGE FROM PO P000081425 LINE 8",775.00000,775.00,"PeteB",3/13/2026 12:00:00 AM,3/13/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,17,1,5.00,"043364-17-1","3-50498","BEAMSPLITTER MOUNT",25.63000,128.15,"PeteB",3/13/2026 12:00:00 AM,3/13/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,18,1,95.00,"043364-18-1","3-50498","BEAMSPLITTER MOUNT",25.63000,2434.85,"PeteB",4/13/2026 12:00:00 AM,4/9/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,19,1,100.00,"043364-19-1","3-50498","BEAMSPLITTER MOUNT",25.63000,2563.00,"PeteB",5/22/2026 12:00:00 AM,5/20/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,20,1,100.00,"043364-20-1","3-50498","BEAMSPLITTER MOUNT",25.63000,2563.00,"PeteB",7/8/2026 12:00:00 AM,7/6/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,9,1,5.00,"043364-9-1","3-50497","LOWER INTERFACE TUBE (LAC)",27.03000,135.15,"PeteB",3/13/2026 12:00:00 AM,3/11/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,10,1,95.00,"043364-10-1","3-50497","LOWER INTERFACE TUBE (LAC)",27.03000,2567.85,"PeteB",4/3/2026 12:00:00 AM,4/1/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,11,1,100.00,"043364-11-1","3-50497","LOWER INTERFACE TUBE (LAC)",27.03000,2703.00,"PeteB",5/22/2026 12:00:00 AM,5/20/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,12,1,100.00,"043364-12-1","3-50497","LOWER INTERFACE TUBE (LAC)",27.03000,2703.00,"PeteB",7/8/2026 12:00:00 AM,7/6/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,13,1,100.00,"043364-13-1","3-50497","LOWER INTERFACE TUBE (LAC)",27.03000,2703.00,"PeteB",8/19/2026 12:00:00 AM,8/17/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,14,1,100.00,"043364-14-1","3-50497","LOWER INTERFACE TUBE (LAC)",27.03000,2703.00,"PeteB",10/2/2026 12:00:00 AM,9/30/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,3,1,100.00,"043364-3-1","3-50496","CONVERTER DOVETAIL",17.19000,1719.00,"PeteB",5/22/2026 12:00:00 AM,5/20/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,4,1,100.00,"043364-4-1","3-50496","CONVERTER DOVETAIL",17.19000,1719.00,"PeteB",7/8/2026 12:00:00 AM,7/6/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,5,1,100.00,"043364-5-1","3-50496","CONVERTER DOVETAIL",17.19000,1719.00,"PeteB",8/19/2026 12:00:00 AM,8/17/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,6,1,100.00,"043364-6-1","3-50496","CONVERTER DOVETAIL",17.19000,1719.00,"PeteB",10/2/2026 12:00:00 AM,9/30/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,7,1,100.00,"043364-7-1","3-50496","CONVERTER DOVETAIL",17.19000,1719.00,"PeteB",11/16/2026 12:00:00 AM,11/12/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,8,1,1.00,"043364-8-1","NRE & FAI CHARGE","TOOLING & STENCIL CHARGE FROM PO P000081425 LINE 8",500.00000,500.00,"PeteB",3/13/2026 12:00:00 AM,3/13/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43282,1,2,20.00,"043282-1-1","3-61529","RT ANGLE BASE",93.05000,1861.00,"PeteB",3/18/2026 12:00:00 AM,3/18/2026 12:00:00 AM,11/19/2025 12:00:00 AM,"P000081219"
"Navitar",43282,1,3,20.00,"043282-1-1","3-61529","RT ANGLE BASE",93.05000,1861.00,"PeteB",4/29/2026 12:00:00 AM,4/29/2026 12:00:00 AM,11/19/2025 12:00:00 AM,"P000081219"
"Navitar",43282,1,4,20.00,"043282-1-1","3-61529","RT ANGLE BASE",93.05000,1861.00,"PeteB",6/4/2026 12:00:00 AM,6/4/2026 12:00:00 AM,11/19/2025 12:00:00 AM,"P000081219"
"Navitar",43282,1,5,20.00,"043282-1-1","3-61529","RT ANGLE BASE",93.05000,1861.00,"PeteB",7/17/2026 12:00:00 AM,7/17/2026 12:00:00 AM,11/19/2025 12:00:00 AM,"P000081219"
"Navitar",43364,1,1,5.00,"043364-1-1","3-50496","CONVERTER DOVETAIL",17.19000,85.95,"PeteB",3/13/2026 12:00:00 AM,3/11/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43364,2,1,95.00,"043364-2-1","3-50496","CONVERTER DOVETAIL",17.19000,1633.05,"PeteB",4/3/2026 12:00:00 AM,4/3/2026 12:00:00 AM,1/14/2026 12:00:00 AM,"P000081425"
"Navitar",43016,46,1,20.00,,"3-26697CO","CELL, ALIGNMENT",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43016,47,1,41.00,,"3-26698CO","RETAINER",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43016,48,1,9.00,,"3-26699CO","SPACER BC",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43016,49,1,75.00,,"3-26700CO","SPACER CD",0.00000,0.00,"",2/2/2026 12:00:00 AM,2/2/2026 12:00:00 AM,6/16/2025 12:00:00 AM,"P000080533"
"Navitar",43280,1,1,46.00,"043280-1-1","3-62834","SPACER",20.58000,946.68,"PeteB",3/13/2026 12:00:00 AM,3/12/2026 12:00:00 AM,11/19/2025 12:00:00 AM,"P000081190"
"Navitar",43282,1,1,20.00,"043282-1-1","3-61529","RT ANGLE BASE",93.05000,1861.00,"PeteB",2/13/2026 12:00:00 AM,2/13/2026 12:00:00 AM,11/19/2025 12:00:00 AM,"P000081219"
"Sealing Devices Inc.",43287,1,1,2500.00,"043287-1-1","41A213356P27","COPPER WASHER PER DWG. 41A213356 PART 27",2.66000,6650.00,"Dawn K",4/24/2026 12:00:00 AM,4/24/2026 12:00:00 AM,11/24/2025 12:00:00 AM,"333113"
"Sealing Devices Inc.",43288,1,2,13000.00,"043288-1","VTOT10116","SEALING RING",14.51000,188630.00,"",4/13/2026 12:00:00 AM,4/13/2026 12:00:00 AM,11/24/2025 12:00:00 AM,"333179"
"Sealing Devices Inc.",43291,1,1,5000.00,"043291-1-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.06000,10300.00,"Dawn K",4/20/2026 12:00:00 AM,4/20/2026 12:00:00 AM,12/1/2025 12:00:00 AM,"333314"
"Sealing Devices Inc.",43321,1,1,11300.00,"043321-1-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.04000,23052.00,"",3/20/2026 12:00:00 AM,3/18/2026 12:00:00 AM,12/16/2025 12:00:00 AM,"334061"
"Sealing Devices Inc.",43321,2,1,5000.00,"043321-2-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.04000,10200.00,"",4/20/2026 12:00:00 AM,4/17/2026 12:00:00 AM,12/16/2025 12:00:00 AM,"334061"
"Sealing Devices Inc.",43321,3,1,5000.00,"043321-3-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.04000,10200.00,"",5/26/2026 12:00:00 AM,5/22/2026 12:00:00 AM,12/16/2025 12:00:00 AM,"334061"
"Sealing Devices Inc.",43376,2,1,7000.00,"043376-2-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.04000,14280.00,"Dawn K",10/21/2026 12:00:00 AM,10/19/2026 12:00:00 AM,1/22/2026 12:00:00 AM,"335392"
"Sealing Devices Inc.",43376,3,1,8200.00,"043376-3-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.04000,16728.00,"Dawn K",11/23/2026 12:00:00 AM,11/19/2026 12:00:00 AM,1/22/2026 12:00:00 AM,"335392"
"Sealing Devices Inc.",43321,4,1,5000.00,"043321-4-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.04000,10200.00,"",6/22/2026 12:00:00 AM,6/19/2026 12:00:00 AM,12/16/2025 12:00:00 AM,"334061"
"Sealing Devices Inc.",43321,5,1,5000.00,"043321-5-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.04000,10200.00,"",7/20/2026 12:00:00 AM,7/17/2026 12:00:00 AM,12/16/2025 12:00:00 AM,"334061"
"Sealing Devices Inc.",43321,6,1,5000.00,"043321-6-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.04000,10200.00,"",9/1/2026 12:00:00 AM,8/28/2026 12:00:00 AM,12/16/2025 12:00:00 AM,"334061"
"Sealing Devices Inc.",43345,1,1,1200.00,"043345-1-1","84A228904P5","Fuel Injector Washer          
Copper Washer",13.18000,15816.00,"Dawn K",6/15/2026 12:00:00 AM,6/11/2026 12:00:00 AM,1/8/2026 12:00:00 AM,"334392"
"Sealing Devices Inc.",43350,1,1,24.00,"043350-1-1","84B536863P1","Cover",83.21000,1997.04,"Dawn K",3/4/2026 12:00:00 AM,3/2/2026 12:00:00 AM,1/9/2026 12:00:00 AM,"334888"
"Sealing Devices Inc.",43376,1,1,8900.00,"043376-1-1","41A213356P23","COPPER GASKET..PER DWG. 41A213356 PART 23",2.04000,18156.00,"Dawn K",8/31/2026 12:00:00 AM,8/31/2026 12:00:00 AM,1/22/2026 12:00:00 AM,"335392"
"Raytheon EO Innovations",43252,1,2,44.00,"043252-1-1","D1438088-1","COVER, MAGNET",26.22000,1153.68,"",7/24/2026 12:00:00 AM,7/24/2026 12:00:00 AM,11/6/2025 12:00:00 AM,"4203201593"
"IDEX Optics & Photonics – Melles Griot",43297,1,1,50.00,,"063539","BEAM DUMP, FAI / QUALIFICATION",9.05000,452.50,"",2/9/2026 12:00:00 AM,2/9/2026 12:00:00 AM,12/3/2025 12:00:00 AM,"1240302"
"IDEX Optics & Photonics – Melles Griot",43297,2,1,200.00,,"063539","BEAM DUMP",9.05000,1810.00,"",3/10/2026 12:00:00 AM,3/10/2026 12:00:00 AM,12/3/2025 12:00:00 AM,"1240302"
"IDEX Optics & Photonics – Melles Griot",43323,1,1,50.00,"043323-1-1","063605","BARREL, OBJ",140.42000,7021.00,"",4/21/2026 12:00:00 AM,4/17/2026 12:00:00 AM,12/17/2025 12:00:00 AM,"1241135"
"IDEX Optics & Photonics – Melles Griot",43323,2,1,50.00,"043323-2-1","063605","BARREL, OBJ",140.42000,7021.00,"",5/19/2026 12:00:00 AM,5/15/2026 12:00:00 AM,12/17/2025 12:00:00 AM,"1241135"
"IDEX Optics & Photonics – Melles Griot",43323,3,1,50.00,"043323-3-1","063605","BARREL, OBJ",140.42000,7021.00,"",6/17/2026 12:00:00 AM,6/15/2026 12:00:00 AM,12/17/2025 12:00:00 AM,"1241135"
"IDEX Optics & Photonics – Melles Griot",43323,4,1,50.00,"043323-4-1","063605","BARREL, OBJ",140.42000,7021.00,"",7/17/2026 12:00:00 AM,7/15/2026 12:00:00 AM,12/17/2025 12:00:00 AM,"1241135"
"IDEX Optics & Photonics – Melles Griot",43323,5,1,50.00,"043323-5-1","063605","BARREL, OBJ",140.42000,7021.00,"",8/20/2026 12:00:00 AM,8/18/2026 12:00:00 AM,12/17/2025 12:00:00 AM,"1241135"
"IDEX Optics & Photonics – Melles Griot",43323,6,1,50.00,"043323-6-1","063605","BARREL, OBJ",140.42000,7021.00,"",9/24/2026 12:00:00 AM,9/22/2026 12:00:00 AM,12/17/2025 12:00:00 AM,"1241135"
"TUFTS MEDICINE",43355,4,1,2.00,,"08-0046","St. Mark Retractor, 62mm x 178mm w/ Lip",693.55000,1387.10,"Dawn K",2/27/2026 12:00:00 AM,2/27/2026 12:00:00 AM,1/13/2026 12:00:00 AM,"2044192"
"TUFTS MEDICINE",43355,5,1,1.00,,"08-0048","St. Mark Retractor, 62mm x 178mm",700.70000,700.70,"Dawn K",2/6/2026 12:00:00 AM,2/6/2026 12:00:00 AM,1/13/2026 12:00:00 AM,"2044192"
"VALLEY HEALTH",42985,1,1,3.00,,"15-1000C","Ferguson Retractor Set",1716.00000,5148.00,"Dawn K",8/29/2025 12:00:00 AM,3/27/2026 12:00:00 AM,5/28/2025 12:00:00 AM,"1098798"
"New York Presbyterian / Queens",43310,1,1,1.00,,"01-0011","Fiber Optic Cable, 90in. long, 5.0mm dia., reinforced",557.70000,557.70,"Dawn K",12/31/2025 12:00:00 AM,3/27/2026 12:00:00 AM,12/11/2025 12:00:00 AM,"2000691875"
"WELLSTAR HEALTH SYSTEM",43354,2,1,1.00,,"15-0224","Sawyer Rectal Retractor, Medium",686.40000,686.40,"Dawn K",2/20/2026 12:00:00 AM,2/20/2026 12:00:00 AM,1/12/2026 12:00:00 AM,"PO-100907405"
"WELLSTAR HEALTH SYSTEM",43367,2,1,2.00,,"08-0070","ESI Deep Pelvic Retractor, Standard, Std. Handle",1085.37000,2170.74,"Dawn K",2/27/2026 12:00:00 AM,2/25/2026 12:00:00 AM,1/16/2026 12:00:00 AM,"PO-100916233"
"STANFORD HEALTH CARE-TRI-VALLEY",43335,2,1,1.00,,"08-0072","ESI Deep Pelvic Retractor, Narrow, Std. Handle",1085.37000,1085.37,"Dawn K",2/6/2026 12:00:00 AM,2/6/2026 12:00:00 AM,12/29/2025 12:00:00 AM,"3000055332"
"STANFORD HEALTH CARE-TRI-VALLEY",43335,3,1,1.00,,"08-0070","ESI Deep Pelvic Retractor, Standard, Std. Handle",1085.37000,1085.37,"Dawn K",1/30/2026 12:00:00 AM,2/27/2026 12:00:00 AM,12/29/2025 12:00:00 AM,"3000055332"
